school_id,district,school,approaches_self_regulation,approaches_interpersonal_skills,approaches_total,approaches_n,math_number,math_n,literacy_uppercase_letters,literacy_uppercase_letters_n,literacy_lowercase_letters,literacy_lowercase_letters_n,literacy_letter_sound,literacy_letter_sound_n,frl_pct,x2017_18_total_enrollment,x2017_18_american_indian_alaska_native,x2017_18_percent_american_indian_alaska_native,x2017_18_asian,x2017_18_percent_asian,x2017_18_native_hawaiian_pacific_islander,x2017_18_percent_native_hawaiian_pacific_islander,x2017_18_black_african_american,x2017_18_percent_black_african_american,x2017_18_hispanic_latino,x2017_18_percent_hispanic_latino,x2017_18_white,x2017_18_percent_white,x2017_18_multiracial,x2017_18_percent_multiracial,location,lon,lat
936,Gresham-Barlow SD 10J,Hall Elementary School,3.4,3.7,3.5,75,10.3,74,9.7,74,8.4,74,3.3,74,84.35,428,6,0.01401869158,12,0.02803738317,11,0.02570093457,29,0.06775700934,167,0.39018691588,176,0.41121495327,27,0.06308411214,"Hall Elementary School, Multnomah County, Oregon",-122.4066571,45.514345
937,Gresham-Barlow SD 10J,Hollydale Elementary School,3.8,4.2,3.9,68,11.9,68,12.2,68,10,68,4.5,68,77.27,440,5,0.01136363636,9,0.02045454545,7,0.0159090909,20,0.04545454545,134,0.30454545454,226,0.51363636363,39,0.08863636363,"Hollydale Elementary School, Multnomah County, Oregon",-122.454325,45.492539
938,Gresham-Barlow SD 10J,North Gresham Elementary School,3.2,3.7,3.4,74,10,76,9.1,76,7.1,76,3.2,76,75.81,554,4,0.0072202166,29,0.05234657039,12,0.02166064981,30,0.05415162454,175,0.31588447653,252,0.4548736462,52,0.09386281588,"North Gresham Elementary School, Multnomah County, Oregon",-122.439332,45.515515
939,Gresham-Barlow SD 10J,Powell Valley Elementary School,3.3,3.5,3.4,60,9.9,62,12.2,62,10,62,5.5,62,59.5,437,2,0.00457665903,11,0.02517162471,0,0,10,0.02288329519,118,0.27002288329,261,0.59725400457,35,0.08009153318,"Powell Valley Elementary School, Multnomah County, Oregon",-122.383845,45.49119899999999
940,Gresham-Barlow SD 10J,West Gresham Elementary School,3,3.3,3.1,46,9.7,46,12.5,46,10.3,46,8.1,46,63.19,288,1,0.00347222222,3,0.01041666666,0,0,10,0.03472222222,68,0.23611111111,182,0.63194444444,24,0.08333333333,"West Gresham Elementary School, Multnomah County, Oregon",-122.4352372,45.4967056
941,Gresham-Barlow SD 10J,East Orient Elementary School,3.8,4.1,3.9,79,10.9,79,15.2,79,12,79,5.7,79,26.37,474,3,0.00632911392,7,0.01476793248,5,0.0105485232,4,0.00843881856,42,0.08860759493,379,0.79957805907,34,0.0717299578,"East Orient Elementary School, Multnomah County, Oregon",-122.3529326,45.4685493
943,Reynolds SD 7,Alder Elementary School,3.9,4.1,4,77,9.6,76,6.1,75,4.3,75,2.6,75,90.04,502,1,0.00199203187,31,0.06175298804,22,0.04382470119,68,0.13545816733,270,0.53784860557,83,0.16533864541,27,0.05378486055,"Alder Elementary School, Multnomah County, Oregon",-122.4862406,45.5171597
945,Reynolds SD 7,Fairview Elementary School,3.5,3.6,3.5,56,10.9,56,11,56,9,56,5.8,56,73.37,383,5,0.01305483028,19,0.04960835509,5,0.01305483028,20,0.05221932114,153,0.39947780678,149,0.38903394255,32,0.08355091383,"Fairview Elementary School, Multnomah County, Oregon",-122.4362512,45.53966200000001
946,Reynolds SD 7,Glenfair Elementary School,3.4,3.6,3.4,88,7.6,88,8.8,89,6.8,89,2.5,89,92.9,521,7,0.01343570057,53,0.10172744721,15,0.02879078694,101,0.19385796545,191,0.36660268714,112,0.21497120921000001,42,0.08061420345,"Glenfair Elementary School, Multnomah County, Oregon",-122.5060344,45.5258029
947,Reynolds SD 7,Hartley Elementary School,3.3,3.7,3.4,86,8.8,85,8.7,85,6.7,85,4.1,85,90.63,480,5,0.01041666666,7,0.01458333333,16,0.03333333333,46,0.09583333333,250,0.52083333333,113,0.23541666666,43,0.08958333333,"Hartley Elementary School, Multnomah County, Oregon",-122.4722255,45.528364
